qiymət,yer,otaq_sayı,sahə,mərtəbə,yeni_tikili,təmirli,kupçalı,ipoteka,ünvan_tipi,mərtəbə_faktiki,mərtəbə_bina,mərtəbə_faizi,1_otaq_sahəsi
283000,Əhmədli m.,4,150.0,12/15,1,1,1,0,m.,12,15,0.8,37.5
1150000,Elmlər Akademiyası m.,5,305.0,16/23,1,1,1,0,m.,16,23,0.6956521739130435,61.0
495000,Şah İsmayıl Xətai m.,3,120.0,8/18,1,1,1,0,m.,8,18,0.4444444444444444,40.0
590000,Şah İsmayıl Xətai m.,3,141.0,17/18,1,1,1,0,m.,17,18,0.9444444444444444,47.0
1450000,Şah İsmayıl Xətai m.,5,235.0,13/19,1,1,1,0,m.,13,19,0.6842105263157895,47.0
155000,Nəsimi r.,2,95.0,19/19,1,1,1,0,r.,19,19,1.0,47.5
135000,İnşaatçılar m.,2,78.5,11/20,1,1,1,0,m.,11,20,0.55,39.25
138000,Elmlər Akademiyası m.,2,65.0,8/16,1,1,1,0,m.,8,16,0.5,32.5
135000,Qaraçuxur q.,3,107.0,13/17,1,1,1,0,q.,13,17,0.7647058823529411,35.666666666666664
134000,İnşaatçılar m.,2,77.0,12/13,1,1,1,0,m.,12,13,0.9230769230769231,38.5
124000,Binəqədi r.,2,62.0,8/17,1,1,1,0,r.,8,17,0.47058823529411764,31.0
120000,İnşaatçılar m.,2,60.0,10/12,1,1,1,0,m.,10,12,0.8333333333333334,30.0
147000,Nizami r.,3,66.3,7/16,1,1,1,0,r.,7,16,0.4375,22.099999999999998
189000,Əhmədli m.,3,115.0,2/12,1,1,1,0,m.,2,12,0.16666666666666666,38.333333333333336
240000,20 Yanvar m.,4,120.0,7/16,1,1,1,0,m.,7,16,0.4375,30.0
174000,Həzi Aslanov m.,2,88.0,10/17,1,1,1,0,m.,10,17,0.5882352941176471,44.0
258000,8 Noyabr m.,4,150.0,3/14,1,1,1,0,m.,3,14,0.21428571428571427,37.5
172000,Səbail r.,2,75.0,1/16,1,1,1,0,r.,1,16,0.0625,37.5
210000,Səbail r.,4,125.0,17/18,1,1,1,0,r.,17,18,0.9444444444444444,31.25
230000,Nəsimi r.,2,90.0,17/18,1,1,1,0,r.,17,18,0.9444444444444444,45.0
370000,Binəqədi r.,3,153.0,17/17,1,1,1,0,r.,17,17,1.0,51.0
270000,Şah İsmayıl Xətai m.,3,117.0,13/17,1,1,1,0,m.,13,17,0.7647058823529411,39.0
230000,Nəsimi r.,3,111.0,2/20,1,1,1,0,r.,2,20,0.1,37.0
142000,Əhmədli m.,2,76.0,14/16,1,1,1,0,m.,14,16,0.875,38.0
200000,Səbail r.,4,140.0,5/6,1,1,1,0,r.,5,6,0.8333333333333334,35.0
150000,28 May m.,2,51.0,13/16,1,1,1,0,m.,13,16,0.8125,25.5
310000,Şah İsmayıl Xətai m.,3,127.0,2/16,1,1,1,0,m.,2,16,0.125,42.333333333333336
250000,İnşaatçılar m.,3,130.0,17/18,1,1,1,0,m.,17,18,0.9444444444444444,43.333333333333336
240000,Xətai r.,3,93.4,9/18,1,1,1,0,r.,9,18,0.5,31.133333333333336
480000,28 May m.,4,217.0,14/17,1,1,1,0,m.,14,17,0.8235294117647058,54.25
390000,Şah İsmayıl Xətai m.,3,200.0,2/16,1,1,1,0,m.,2,16,0.125,66.66666666666667
420000,Xətai r.,4,165.0,17/20,1,1,1,0,r.,17,20,0.85,41.25
385000,Nəriman Nərimanov m.,3,160.0,18/20,1,1,1,0,m.,18,20,0.9,53.333333333333336
175000,Əhmədli m.,5,110.0,3/9,1,1,1,0,m.,3,9,0.3333333333333333,22.0
435000,Azadlıq Prospekti m.,4,165.0,14/17,1,1,1,0,m.,14,17,0.8235294117647058,41.25
215000,20 Yanvar m.,4,125.0,9/16,1,1,1,0,m.,9,16,0.5625,31.25
1100000,Nəriman Nərimanov m.,4,270.0,2/10,1,1,1,0,m.,2,10,0.2,67.5
315000,Şah İsmayıl Xətai m.,3,140.0,18/19,1,1,1,0,m.,18,19,0.9473684210526315,46.666666666666664
180000,Xalqlar Dostluğu m.,2,110.0,4/16,1,1,1,0,m.,4,16,0.25,55.0
120000,Həzi Aslanov m.,2,70.0,2/17,1,1,1,0,m.,2,17,0.11764705882352941,35.0
345000,İnşaatçılar m.,3,148.0,25/27,1,1,1,0,m.,25,27,0.9259259259259259,49.333333333333336
145000,Həzi Aslanov m.,2,89.0,10/16,1,1,1,0,m.,10,16,0.625,44.5
198000,Həzi Aslanov q.,3,81.0,11/19,1,1,1,0,q.,11,19,0.5789473684210527,27.0
510000,Şah İsmayıl Xətai m.,4,182.0,11/20,1,1,1,0,m.,11,20,0.55,45.5
105000,Bakıxanov q.,3,92.0,6/18,1,1,1,0,q.,6,18,0.3333333333333333,30.666666666666668
138000,Həzi Aslanov m.,2,60.0,5/18,1,1,1,0,m.,5,18,0.2777777777777778,30.0
235000,Qara Qarayev m.,3,110.0,3/16,1,1,1,0,m.,3,16,0.1875,36.666666666666664
225000,Qara Qarayev m.,3,110.0,14/17,1,1,1,0,m.,14,17,0.8235294117647058,36.666666666666664
120000,Həzi Aslanov m.,3,70.0,2/16,1,1,1,0,m.,2,16,0.125,23.333333333333332
282000,Nəsimi r.,3,165.0,2/16,1,1,1,0,r.,2,16,0.125,55.0
280000,9-cu mikrorayon q.,3,146.0,17/17,1,1,1,0,q.,17,17,1.0,48.666666666666664
360000,Şah İsmayıl Xətai m.,3,168.0,11/16,1,1,1,0,m.,11,16,0.6875,56.0
119000,Şah İsmayıl Xətai m.,3,75.0,11/20,1,1,1,0,m.,11,20,0.55,25.0
370000,Nəriman Nərimanov m.,3,135.0,8/18,1,1,1,0,m.,8,18,0.4444444444444444,45.0
340000,İnşaatçılar m.,3,135.0,6/17,1,1,1,0,m.,6,17,0.35294117647058826,45.0
75000,Masazır q.,2,70.0,8/11,1,1,1,0,q.,8,11,0.7272727272727273,35.0
185000,Həzi Aslanov m.,3,102.0,11/17,1,1,1,0,m.,11,17,0.6470588235294118,34.0
118000,İnşaatçılar m.,2,46.0,3/20,1,1,1,0,m.,3,20,0.15,23.0
155000,Nərimanov r.,2,67.0,5/17,1,1,1,0,r.,5,17,0.29411764705882354,33.5
350000,Nəsimi r.,4,142.0,3/17,1,1,1,0,r.,3,17,0.17647058823529413,35.5
95000,Həzi Aslanov m.,2,47.0,10/17,1,1,1,0,m.,10,17,0.5882352941176471,23.5
135000,20 Yanvar m.,2,53.0,15/20,1,1,1,0,m.,15,20,0.75,26.5
390000,Nərimanov r.,4,180.0,10/17,1,1,1,0,r.,10,17,0.5882352941176471,45.0
385000,Yasamal q.,3,163.0,15/19,1,1,1,0,q.,15,19,0.7894736842105263,54.333333333333336
296000,Memar Əcəmi m.,3,200.0,3/13,1,1,1,0,m.,3,13,0.23076923076923078,66.66666666666667
265000,Xətai r.,4,126.5,15/19,1,1,1,0,r.,15,19,0.7894736842105263,31.625
980000,İnşaatçılar m.,6,305.0,16/18,1,1,1,0,m.,16,18,0.8888888888888888,50.833333333333336
93000,Qara Qarayev m.,1,40.0,11/17,1,1,1,0,m.,11,17,0.6470588235294118,40.0
235000,28 May m.,3,110.0,4/10,1,1,1,0,m.,4,10,0.4,36.666666666666664
120000,İnşaatçılar m.,2,60.0,8/18,1,1,1,0,m.,8,18,0.4444444444444444,30.0
250000,İnşaatçılar m.,3,135.0,11/16,1,1,1,0,m.,11,16,0.6875,45.0
110000,Həzi Aslanov m.,3,90.0,17/18,1,1,1,0,m.,17,18,0.9444444444444444,30.0
120000,Əhmədli m.,2,75.0,18/20,1,1,1,0,m.,18,20,0.9,37.5
120000,20 Yanvar m.,2,55.0,11/19,1,1,1,0,m.,11,19,0.5789473684210527,27.5
340000,Gənclik m.,3,156.0,10/19,1,1,1,0,m.,10,19,0.5263157894736842,52.0
120000,Əhmədli m.,3,75.0,11/20,1,1,1,0,m.,11,20,0.55,25.0
142000,Bakıxanov q.,2,80.0,2/7,1,1,1,0,q.,2,7,0.2857142857142857,40.0
305000,Nəsimi r.,4,135.0,9/17,1,1,1,0,r.,9,17,0.5294117647058824,33.75
125000,Binəqədi r.,2,55.0,8/19,1,1,1,0,r.,8,19,0.42105263157894735,27.5
195000,Həzi Aslanov q.,3,100.0,4/17,1,1,1,0,q.,4,17,0.23529411764705882,33.333333333333336
268000,20 Yanvar m.,5,147.0,11/21,1,1,1,0,m.,11,21,0.5238095238095238,29.4
300000,Həzi Aslanov q.,3,140.0,10/18,1,1,1,0,q.,10,18,0.5555555555555556,46.666666666666664
192000,7-ci mikrorayon q.,3,100.0,5/17,1,1,1,0,q.,5,17,0.29411764705882354,33.333333333333336
155000,Həzi Aslanov q.,3,94.0,13/17,1,1,1,0,q.,13,17,0.7647058823529411,31.333333333333332
319000,Memar Əcəmi m.,4,400.0,13/14,1,1,1,0,m.,13,14,0.9285714285714286,100.0
260000,7-ci mikrorayon q.,4,135.0,12/17,1,1,1,0,q.,12,17,0.7058823529411765,33.75
195000,Nərimanov r.,2,72.0,8/10,1,1,1,0,r.,8,10,0.8,36.0
645000,28 May m.,5,240.0,7/20,1,1,1,0,m.,7,20,0.35,48.0
259000,8 Noyabr m.,3,102.0,9/16,1,1,1,0,m.,9,16,0.5625,34.0
242000,Dərnəgül m.,3,90.0,14/18,1,1,1,0,m.,14,18,0.7777777777777778,30.0
818000,Elmlər Akademiyası m.,5,320.0,15/18,1,1,1,0,m.,15,18,0.8333333333333334,64.0
305000,Nəriman Nərimanov m.,3,98.0,9/16,1,1,1,0,m.,9,16,0.5625,32.666666666666664
189000,Şah İsmayıl Xətai m.,2,76.0,5/16,1,1,1,0,m.,5,16,0.3125,38.0
480000,Nizami m.,4,280.0,7/19,1,1,1,0,m.,7,19,0.3684210526315789,70.0
285000,Nəriman Nərimanov m.,3,106.0,5/20,1,1,1,0,m.,5,20,0.25,35.333333333333336
205000,Badamdar q.,3,104.0,11/16,1,1,1,0,q.,11,16,0.6875,34.666666666666664
470000,Şah İsmayıl Xətai m.,4,229.0,12/24,1,1,1,0,m.,12,24,0.5,57.25
310000,Memar Əcəmi m.,4,170.0,7/16,1,1,1,0,m.,7,16,0.4375,42.5
135000,8-ci mikrorayon q.,1,64.0,11/20,1,1,1,0,q.,11,20,0.55,64.0
410000,28 May m.,3,136.0,14/18,1,1,1,0,m.,14,18,0.7777777777777778,45.333333333333336
350000,28 May m.,3,119.0,15/18,1,1,1,0,m.,15,18,0.8333333333333334,39.666666666666664
327000,28 May m.,3,119.0,14/18,1,1,1,0,m.,14,18,0.7777777777777778,39.666666666666664
230000,Nəsimi r.,2,84.0,7/15,1,1,1,0,r.,7,15,0.4666666666666667,42.0
1700000,Sahil m.,5,242.0,3/9,1,1,1,0,m.,3,9,0.3333333333333333,48.4
249000,20 Yanvar m.,3,130.0,16/18,1,1,1,0,m.,16,18,0.8888888888888888,43.333333333333336
330000,Memar Əcəmi m.,4,140.0,10/16,1,1,1,0,m.,10,16,0.625,35.0
390000,Nərimanov r.,4,151.0,8/16,1,1,1,0,r.,8,16,0.5,37.75
379000,Nəsimi r.,4,160.0,17/20,1,1,1,0,r.,17,20,0.85,40.0
76000,Abşeron r.,3,76.0,2/7,1,1,1,0,r.,2,7,0.2857142857142857,25.333333333333332
150000,İnşaatçılar m.,3,65.0,2/9,1,1,1,0,m.,2,9,0.2222222222222222,21.666666666666668
450000,28 May m.,4,200.0,6/18,1,1,1,0,m.,6,18,0.3333333333333333,50.0
212000,Nizami r.,3,140.0,7/19,1,1,1,0,r.,7,19,0.3684210526315789,46.666666666666664
283000,Gənclik m.,3,107.0,8/8,1,1,1,0,m.,8,8,1.0,35.666666666666664
165000,Nizami r.,2,75.0,7/16,1,1,1,0,r.,7,16,0.4375,37.5
650000,Sahil m.,4,200.0,4/15,1,1,1,0,m.,4,15,0.26666666666666666,50.0
950000,Şah İsmayıl Xətai m.,6,282.0,13/20,1,1,1,0,m.,13,20,0.65,47.0
149800,Xətai r.,2,75.0,11/20,1,1,1,0,r.,11,20,0.55,37.5
138000,Həzi Aslanov m.,3,110.0,18/18,1,1,1,0,m.,18,18,1.0,36.666666666666664
365000,28 May m.,3,145.0,7/17,1,1,1,0,m.,7,17,0.4117647058823529,48.333333333333336
115000,Xətai r.,1,47.0,13/20,1,1,1,0,r.,13,20,0.65,47.0
192000,Həzi Aslanov m.,3,112.0,5/17,1,1,1,0,m.,5,17,0.29411764705882354,37.333333333333336
245000,28 May m.,2,90.0,7/15,1,1,1,0,m.,7,15,0.4666666666666667,45.0
89000,Neftçilər m.,1,40.0,4/5,1,1,1,0,m.,4,5,0.8,40.0
289000,Nəriman Nərimanov m.,3,116.0,12/16,1,1,1,0,m.,12,16,0.75,38.666666666666664
175000,Əhmədli m.,4,100.0,7/9,1,1,1,0,m.,7,9,0.7777777777777778,25.0
201000,Nəriman Nərimanov m.,3,101.0,8/20,1,1,1,0,m.,8,20,0.4,33.666666666666664
275000,28 May m.,2,68.0,21/22,1,1,1,0,m.,21,22,0.9545454545454546,34.0
210000,Şah İsmayıl Xətai m.,2,65.0,3/20,1,1,1,0,m.,3,20,0.15,32.5
250000,20 Yanvar m.,3,135.0,10/20,1,1,1,0,m.,10,20,0.5,45.0
177000,İnşaatçılar m.,3,82.0,8/9,1,1,1,0,m.,8,9,0.8888888888888888,27.333333333333332
285000,Nəriman Nərimanov m.,3,106.0,5/20,1,1,1,0,m.,5,20,0.25,35.333333333333336
560000,Şah İsmayıl Xətai m.,4,260.0,18/20,1,1,1,0,m.,18,20,0.9,65.0
250000,Elmlər Akademiyası m.,3,95.0,4/15,1,1,1,0,m.,4,15,0.26666666666666666,31.666666666666668
180000,Həzi Aslanov m.,2,94.0,3/5,1,1,1,0,m.,3,5,0.6,47.0
280000,Nizami m.,3,125.0,7/17,1,1,1,0,m.,7,17,0.4117647058823529,41.666666666666664
265000,Nizami m.,3,172.0,3/18,1,1,1,0,m.,3,18,0.16666666666666666,57.333333333333336
118000,Həzi Aslanov m.,2,53.0,13/17,1,1,1,0,m.,13,17,0.7647058823529411,26.5
294900,Nəsimi r.,3,125.0,12/20,1,1,1,0,r.,12,20,0.6,41.666666666666664
305000,Nəriman Nərimanov m.,3,100.0,9/16,1,1,1,0,m.,9,16,0.5625,33.333333333333336
385000,İnşaatçılar m.,4,174.0,3/16,1,1,1,0,m.,3,16,0.1875,43.5
355000,28 May m.,4,170.0,5/11,1,1,1,0,m.,5,11,0.45454545454545453,42.5
127000,İnşaatçılar m.,2,92.0,11/11,1,1,1,0,m.,11,11,1.0,46.0
185000,Memar Əcəmi m.,2,93.0,8/10,1,1,1,0,m.,8,10,0.8,46.5
239000,20 Yanvar m.,4,222.0,8/17,1,1,1,0,m.,8,17,0.47058823529411764,55.5
139000,Memar Əcəmi m.,2,50.0,2/15,1,1,1,0,m.,2,15,0.13333333333333333,25.0
129000,Memar Əcəmi m.,2,74.0,17/17,1,1,1,0,m.,17,17,1.0,37.0
275000,Gənclik m.,3,137.0,8/20,1,1,1,0,m.,8,20,0.4,45.666666666666664
267000,Qara Qarayev m.,3,125.0,9/17,1,1,1,0,m.,9,17,0.5294117647058824,41.666666666666664
115000,Həzi Aslanov m.,2,55.0,13/21,1,1,1,0,m.,13,21,0.6190476190476191,27.5
118000,Bakıxanov q.,1,64.0,7/12,1,1,1,0,q.,7,12,0.5833333333333334,64.0
650000,Nərimanov r.,4,190.0,11/14,1,1,1,0,r.,11,14,0.7857142857142857,47.5
620000,Ağ şəhər q.,4,200.0,4/7,1,1,1,0,q.,4,7,0.5714285714285714,50.0
235000,İçəri Şəhər m.,4,110.0,3/3,1,1,1,0,m.,3,3,1.0,27.5
70000,Abşeron r.,2,50.0,8/11,1,1,1,0,r.,8,11,0.7272727272727273,25.0
80000,Hövsan q.,3,77.0,9/12,1,1,1,0,q.,9,12,0.75,25.666666666666668
290000,Nərimanov r.,3,145.0,16/19,1,1,1,0,r.,16,19,0.8421052631578947,48.333333333333336
435000,Elmlər Akademiyası m.,4,198.0,4/15,1,1,1,0,m.,4,15,0.26666666666666666,49.5
340000,Şah İsmayıl Xətai m.,3,139.0,15/17,1,1,1,0,m.,15,17,0.8823529411764706,46.333333333333336
380000,Nəsimi r.,4,250.0,20/20,1,1,1,0,r.,20,20,1.0,62.5
169000,İnşaatçılar m.,2,52.0,19/20,1,1,1,0,m.,19,20,0.95,26.0
62900,Masazır q.,2,55.0,6/7,1,1,1,0,q.,6,7,0.8571428571428571,27.5
220000,Nizami m.,2,70.0,16/18,1,1,1,0,m.,16,18,0.8888888888888888,35.0
420000,Şah İsmayıl Xətai m.,4,164.0,14/20,1,1,1,0,m.,14,20,0.7,41.0
1420000,Nəsimi r.,6,400.0,8/10,1,1,1,0,r.,8,10,0.8,66.66666666666667
165000,İnşaatçılar m.,2,65.0,10/19,1,1,1,0,m.,10,19,0.5263157894736842,32.5
206000,Nəriman Nərimanov m.,3,86.0,7/15,1,1,1,0,m.,7,15,0.4666666666666667,28.666666666666668
255000,İnşaatçılar m.,4,142.0,15/19,1,1,1,0,m.,15,19,0.7894736842105263,35.5
355000,Nəsimi r.,3,143.0,5/14,1,1,1,0,r.,5,14,0.35714285714285715,47.666666666666664
133000,Nəsimi m.,2,53.0,10/12,1,1,1,0,m.,10,12,0.8333333333333334,26.5
156000,Azadlıq Prospekti m.,2,65.0,13/17,1,1,1,0,m.,13,17,0.7647058823529411,32.5
460000,28 May m.,4,210.0,7/16,1,1,1,0,m.,7,16,0.4375,52.5
185000,Şah İsmayıl Xətai m.,1,50.0,9/16,1,1,1,0,m.,9,16,0.5625,50.0
435000,Azadlıq Prospekti m.,4,165.0,14/17,1,1,1,0,m.,14,17,0.8235294117647058,41.25
77000,Abşeron r.,2,74.0,8/8,1,1,1,0,r.,8,8,1.0,37.0
190000,Neftçilər m.,3,100.0,2/19,1,1,1,0,m.,2,19,0.10526315789473684,33.333333333333336
288000,Azadlıq Prospekti m.,3,140.0,14/18,1,1,1,0,m.,14,18,0.7777777777777778,46.666666666666664
139000,Əhmədli m.,2,77.0,14/16,1,1,1,0,m.,14,16,0.875,38.5
120000,İnşaatçılar m.,2,50.0,2/19,1,1,1,0,m.,2,19,0.10526315789473684,25.0
300000,Memar Əcəmi m.,4,180.0,2/19,1,1,1,0,m.,2,19,0.10526315789473684,45.0
55000,Binəqədi q.,2,40.0,3/4,1,1,1,0,q.,3,4,0.75,20.0
290000,İnşaatçılar m.,4,162.0,10/16,1,1,1,0,m.,10,16,0.625,40.5
99000,Lökbatan q.,3,71.0,14/16,1,1,1,0,q.,14,16,0.875,23.666666666666668
122000,Yeni Yasamal q.,3,95.0,11/11,1,1,1,0,q.,11,11,1.0,31.666666666666668
265000,İnşaatçılar m.,3,124.0,8/16,1,1,1,0,m.,8,16,0.5,41.333333333333336
160000,Elmlər Akademiyası m.,2,63.0,4/16,1,1,1,0,m.,4,16,0.25,31.5
378000,Şah İsmayıl Xətai m.,3,137.0,14/19,1,1,1,0,m.,14,19,0.7368421052631579,45.666666666666664
335000,8 Noyabr m.,4,130.0,13/13,1,1,1,0,m.,13,13,1.0,32.5
310000,8 Noyabr m.,3,126.0,8/12,1,1,1,0,m.,8,12,0.6666666666666666,42.0
275000,28 May m.,2,65.0,21/23,1,1,1,0,m.,21,23,0.9130434782608695,32.5
153000,Yeni Günəşli q.,3,92.0,10/12,1,1,1,0,q.,10,12,0.8333333333333334,30.666666666666668
330000,Memar Əcəmi m.,4,140.0,10/16,1,1,1,0,m.,10,16,0.625,35.0
160000,Yasamal r.,3,90.0,9/11,1,1,1,0,r.,9,11,0.8181818181818182,30.0
265000,Elmlər Akademiyası m.,3,101.0,8/12,1,1,1,0,m.,8,12,0.6666666666666666,33.666666666666664
250000,Elmlər Akademiyası m.,3,96.0,4/16,1,1,1,0,m.,4,16,0.25,32.0
280000,Azadlıq Prospekti m.,4,174.0,16/18,1,1,1,0,m.,16,18,0.8888888888888888,43.5
219000,Binəqədi r.,3,101.0,14/18,1,1,1,0,r.,14,18,0.7777777777777778,33.666666666666664
390000,Nərimanov r.,4,151.0,8/17,1,1,1,0,r.,8,17,0.47058823529411764,37.75
110000,Bakıxanov q.,3,82.0,12/20,1,1,1,0,q.,12,20,0.6,27.333333333333332
330000,İnşaatçılar m.,4,145.0,7/19,1,1,1,0,m.,7,19,0.3684210526315789,36.25
195000,Həzi Aslanov m.,3,100.0,4/16,1,1,1,0,m.,4,16,0.25,33.333333333333336
143000,Nərimanov r.,1,57.0,5/17,1,1,1,0,r.,5,17,0.29411764705882354,57.0
170000,Yasamal q.,2,90.0,7/19,1,1,1,0,q.,7,19,0.3684210526315789,45.0
237000,Şah İsmayıl Xətai m.,2,100.0,9/20,1,1,1,0,m.,9,20,0.45,50.0
109000,20 Yanvar m.,2,50.0,7/18,1,1,1,0,m.,7,18,0.3888888888888889,25.0
460000,28 May m.,4,230.0,4/16,1,1,1,0,m.,4,16,0.25,57.5
107000,Bakıxanov q.,2,82.0,1/20,1,1,1,0,q.,1,20,0.05,41.0
370000,Nərimanov r.,4,135.0,7/17,1,1,1,0,r.,7,17,0.4117647058823529,33.75
260000,Elmlər Akademiyası m.,2,86.0,12/18,1,1,1,0,m.,12,18,0.6666666666666666,43.0
167000,Həzi Aslanov m.,2,88.0,4/17,1,1,1,0,m.,4,17,0.23529411764705882,44.0
375000,Gənclik m.,3,153.0,12/16,1,1,1,0,m.,12,16,0.75,51.0
290000,Həzi Aslanov m.,4,153.0,16/19,1,1,1,0,m.,16,19,0.8421052631578947,38.25
220000,Xalqlar Dostluğu m.,3,122.0,4/16,1,1,1,0,m.,4,16,0.25,40.666666666666664
183000,Qara Qarayev m.,2,87.0,8/17,1,1,1,0,m.,8,17,0.47058823529411764,43.5
130000,Həzi Aslanov m.,2,46.4,2/12,1,1,1,0,m.,2,12,0.16666666666666666,23.2
210000,İnşaatçılar m.,2,75.0,16/20,1,1,1,0,m.,16,20,0.8,37.5
315000,Nərimanov r.,3,165.0,6/16,1,1,1,0,r.,6,16,0.375,55.0
260000,Nərimanov r.,3,100.0,19/19,1,1,1,0,r.,19,19,1.0,33.333333333333336
115000,Əhmədli m.,2,63.0,8/19,1,1,1,0,m.,8,19,0.42105263157894735,31.5
137000,Masazır q.,3,89.0,5/7,1,1,1,0,q.,5,7,0.7142857142857143,29.666666666666668
350000,Nəsimi r.,3,160.0,8/16,1,1,1,0,r.,8,16,0.5,53.333333333333336
129000,Həzi Aslanov m.,2,54.0,16/16,1,1,1,0,m.,16,16,1.0,27.0
130000,Həzi Aslanov q.,2,47.0,2/12,1,1,1,0,q.,2,12,0.16666666666666666,23.5
230000,Nəsimi r.,3,98.0,8/14,1,1,1,0,r.,8,14,0.5714285714285714,32.666666666666664
450000,Nəriman Nərimanov m.,4,180.0,9/16,1,1,1,0,m.,9,16,0.5625,45.0
205000,Şah İsmayıl Xətai m.,3,88.0,11/18,1,1,1,0,m.,11,18,0.6111111111111112,29.333333333333332
300000,Həzi Aslanov q.,4,140.0,8/19,1,1,1,0,q.,8,19,0.42105263157894735,35.0
275000,İnşaatçılar m.,3,124.0,8/16,1,1,1,0,m.,8,16,0.5,41.333333333333336
230000,20 Yanvar m.,4,144.0,7/18,1,1,1,0,m.,7,18,0.3888888888888889,36.0
148000,Nəsimi r.,2,62.0,9/14,1,1,1,0,r.,9,14,0.6428571428571429,31.0
139000,Azadlıq Prospekti m.,2,54.0,2/17,1,1,1,0,m.,2,17,0.11764705882352941,27.0
115000,Həzi Aslanov q.,2,52.0,10/19,1,1,1,0,q.,10,19,0.5263157894736842,26.0
105000,20 Yanvar m.,2,60.0,17/17,1,1,1,0,m.,17,17,1.0,30.0
203000,Nərimanov r.,2,65.0,6/12,1,1,1,0,r.,6,12,0.5,32.5
250000,8 Noyabr m.,3,113.0,11/17,1,1,1,0,m.,11,17,0.6470588235294118,37.666666666666664
138000,Xalqlar Dostluğu m.,2,85.0,14/19,1,1,1,0,m.,14,19,0.7368421052631579,42.5
305000,20 Yanvar m.,6,195.0,13/14,1,1,1,0,m.,13,14,0.9285714285714286,32.5
149000,Azadlıq Prospekti m.,3,125.0,2/12,1,1,1,0,m.,2,12,0.16666666666666666,41.666666666666664
350000,Nəriman Nərimanov m.,4,174.0,8/9,1,1,1,0,m.,8,9,0.8888888888888888,43.5
295000,Nəsimi r.,3,130.0,16/17,1,1,1,0,r.,16,17,0.9411764705882353,43.333333333333336
257000,Nərimanov r.,2,106.0,10/17,1,1,1,0,r.,10,17,0.5882352941176471,53.0
139650,Azadlıq Prospekti m.,2,57.0,12/16,1,1,1,0,m.,12,16,0.75,28.5
380000,Nəriman Nərimanov m.,4,153.0,3/16,1,1,1,0,m.,3,16,0.1875,38.25
363000,Şah İsmayıl Xətai m.,3,147.0,16/18,1,1,1,0,m.,16,18,0.8888888888888888,49.0
250000,Şah İsmayıl Xətai m.,4,120.0,4/7,1,1,1,0,m.,4,7,0.5714285714285714,30.0
363000,Şah İsmayıl Xətai m.,3,158.0,16/19,1,1,1,0,m.,16,19,0.8421052631578947,52.666666666666664
110000,Əhmədli q.,2,53.0,4/20,1,1,1,0,q.,4,20,0.2,26.5
140000,28 May m.,3,104.0,1/2,1,1,1,0,m.,1,2,0.5,34.666666666666664
138000,Nəriman Nərimanov m.,2,57.0,2/14,1,1,1,0,m.,2,14,0.14285714285714285,28.5
270000,Nəsimi r.,3,128.0,10/16,1,1,1,0,r.,10,16,0.625,42.666666666666664
140000,Badamdar q.,2,61.0,13/13,1,1,1,0,q.,13,13,1.0,30.5
238000,Memar Əcəmi m.,3,134.0,11/18,1,1,1,0,m.,11,18,0.6111111111111112,44.666666666666664
51200,Abşeron r.,2,49.0,8/9,1,1,1,0,r.,8,9,0.8888888888888888,24.5
250000,Nərimanov r.,3,100.0,15/16,1,1,1,0,r.,15,16,0.9375,33.333333333333336
98000,Bakıxanov q.,2,77.0,3/16,1,1,1,0,q.,3,16,0.1875,38.5
130000,Xalqlar Dostluğu m.,3,65.0,7/16,1,1,1,0,m.,7,16,0.4375,21.666666666666668
132000,Xalqlar Dostluğu m.,2,58.0,13/16,1,1,1,0,m.,13,16,0.8125,29.0
129000,20 Yanvar m.,2,45.0,5/20,1,1,1,0,m.,5,20,0.25,22.5
393000,28 May m.,3,143.0,6/15,1,1,1,0,m.,6,15,0.4,47.666666666666664
170000,Şah İsmayıl Xətai m.,3,90.0,9/18,1,1,1,0,m.,9,18,0.5,30.0
350000,20 Yanvar m.,3,170.0,14/17,1,1,1,0,m.,14,17,0.8235294117647058,56.666666666666664
169000,Nizami r.,2,96.0,7/18,1,1,1,0,r.,7,18,0.3888888888888889,48.0
280000,Nəriman Nərimanov m.,3,110.0,7/17,1,1,1,0,m.,7,17,0.4117647058823529,36.666666666666664
650000,Nizami r.,5,240.0,6/16,1,1,1,0,r.,6,16,0.375,48.0
420000,Xətai r.,4,110.0,2/6,1,1,1,0,r.,2,6,0.3333333333333333,27.5
825000,Nizami m.,6,400.0,16/22,1,1,1,0,m.,16,22,0.7272727272727273,66.66666666666667
273000,Nəriman Nərimanov m.,2,102.0,12/17,1,1,1,0,m.,12,17,0.7058823529411765,51.0
430000,Nərimanov r.,4,215.0,5/8,1,1,1,0,r.,5,8,0.625,53.75
175000,Nəsimi r.,3,79.0,3/4,1,1,1,0,r.,3,4,0.75,26.333333333333332
145000,Memar Əcəmi m.,2,85.0,4/17,1,1,1,0,m.,4,17,0.23529411764705882,42.5
180000,İçəri Şəhər m.,2,65.0,7/19,1,1,1,0,m.,7,19,0.3684210526315789,32.5
165000,Nəsimi r.,2,66.0,10/18,1,1,1,0,r.,10,18,0.5555555555555556,33.0
425000,28 May m.,4,218.0,6/14,1,1,1,0,m.,6,14,0.42857142857142855,54.5
